,Brand,model,year,km_driven,fuel,seller_type,transmission,owner,selling_price
2105,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2106,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2107,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2108,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2109,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2110,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2111,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2112,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2113,Audi,A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
2114,Audi,A6 2.0 TDI  Design Edition,2013,50000,Diesel,Dealer,Automatic,First Owner,1735000
2115,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,2013,15000,Diesel,Individual,Automatic,First Owner,2000000
2116,BMW,3 Series 320d Sport,2013,167223,Diesel,Dealer,Automatic,First Owner,2000000
2117,Jaguar,XF 3.0 Litre S Premium Luxury,2013,64000,Diesel,Individual,Automatic,Second Owner,2000000
2118,Audi,A8 4.2 TDI,2013,49000,Diesel,Dealer,Automatic,First Owner,2800000
2119,Audi,A8 4.2 TDI,2013,49000,Diesel,Dealer,Automatic,First Owner,2800000
2120,Tata,Nano Cx BSIII,2014,7000,Petrol,Individual,Manual,Second Owner,45000
2121,Tata,Nano Cx BSIII,2014,7000,Petrol,Individual,Manual,Second Owner,45000
2122,Tata,Nano CX,2014,40000,Petrol,Individual,Manual,First Owner,55000
2123,Maruti,Alto 800 LXI,2014,25000,Petrol,Individual,Manual,First Owner,110000
2124,Maruti,Alto 800 LXI,2014,30000,Petrol,Individual,Manual,First Owner,114999
2125,Tata,Indica Vista Quadrajet LS,2014,166000,Diesel,Individual,Manual,Fourth & Above Owner,125000
2126,Tata,Nano Twist XE,2014,44416,Petrol,Dealer,Manual,First Owner,140000
2127,Maruti,Omni MPI STD BSIV,2014,120000,Petrol,Individual,Manual,Third Owner,150000
2128,Maruti,Swift Dzire LXI Option,2014,60000,Petrol,Individual,Manual,Second Owner,150000
2129,Maruti,Alto 800 VXI,2014,90000,Petrol,Individual,Manual,First Owner,160000
2130,Chevrolet,Beat PS,2014,77000,Petrol,Individual,Manual,First Owner,170000
2131,Chevrolet,Beat PS,2014,77000,Petrol,Individual,Manual,First Owner,170000
2132,Chevrolet,Sail 1.2 Base,2014,100000,Petrol,Individual,Manual,Second Owner,170000
2133,Maruti,Alto 800 Base,2014,40000,Petrol,Individual,Manual,First Owner,175000
2134,Maruti,Alto 800 LXI,2014,56207,Petrol,Dealer,Manual,Second Owner,180000
2135,Hyundai,EON D Lite,2014,76000,Petrol,Individual,Manual,Second Owner,180000
2136,Maruti,Alto 800 LXI,2014,56207,Petrol,Dealer,Manual,Second Owner,180000
2137,Maruti,Alto K10 VXI,2014,100000,Petrol,Individual,Manual,Second Owner,180000
2138,Maruti,Alto 800 LXI,2014,61000,Petrol,Individual,Manual,First Owner,180000
2139,Tata,Indigo CS Emax CNG GLX,2014,72000,CNG,Dealer,Manual,First Owner,185000
2140,Maruti,Swift Dzire VDI,2014,40000,Diesel,Individual,Manual,Third Owner,185000
2141,Hyundai,EON Era Plus,2014,40000,Petrol,Individual,Manual,Second Owner,190000
2142,Hyundai,EON Era Plus,2014,50000,Petrol,Individual,Manual,First Owner,190000
2143,Maruti,Alto 800 LXI,2014,90000,Petrol,Individual,Manual,Second Owner,190000
2144,Maruti,800 AC,2014,75000,Petrol,Individual,Manual,Second Owner,195000
2145,Maruti,Swift Dzire VDI,2014,107143,Diesel,Individual,Manual,Second Owner,200000
2146,Ford,Figo Diesel Titanium,2014,90000,Diesel,Individual,Manual,Second Owner,200000
2147,Tata,Manza Club Class Quadrajet90 LS,2014,100000,Diesel,Individual,Manual,First Owner,200000
2148,Maruti,Alto K10 VXI,2014,80000,Petrol,Individual,Manual,Second Owner,200000
2149,Maruti,Alto 800 LXI,2014,40000,Petrol,Individual,Manual,First Owner,200000
2150,Tata,Manza Club Class Quadrajet90 LS,2014,100000,Diesel,Individual,Manual,First Owner,200000
2151,Ford,Figo Diesel Titanium,2014,125000,Diesel,Individual,Manual,Second Owner,200000
2152,Maruti,Alto K10 LXI,2014,40000,Petrol,Individual,Manual,First Owner,200999
2153,Maruti,Alto 800 LXI,2014,25000,Petrol,Individual,Manual,Second Owner,204999
2154,Maruti,Alto 800 LXI,2014,25000,Petrol,Individual,Manual,Second Owner,204999
2155,Maruti,Wagon R DUO LPG,2014,90000,LPG,Individual,Manual,First Owner,210000
2156,Nissan,Micra XL,2014,40000,Petrol,Individual,Manual,Second Owner,210000
2157,Maruti,Alto 800 LXI,2014,20000,Petrol,Individual,Manual,First Owner,210000
2158,Maruti,Wagon R VXI BS IV,2014,70000,Petrol,Individual,Manual,Second Owner,210000
2159,Maruti,Wagon R VXI BS IV,2014,70000,Petrol,Individual,Manual,Third Owner,210000
2160,Nissan,Micra XL,2014,40000,Petrol,Individual,Manual,Second Owner,210000
2161,Hyundai,EON Era Plus,2014,70000,Petrol,Individual,Manual,Third Owner,210000
2162,Tata,Indigo Classic Dicor,2014,80000,Diesel,Individual,Manual,Third Owner,215000
2163,Hyundai,EON Magna Plus,2014,42000,Petrol,Individual,Manual,First Owner,220000
2164,Maruti,Alto K10 LXI,2014,66000,Petrol,Dealer,Manual,First Owner,220000
2165,Chevrolet,Spark 1.0 LS,2014,70000,Petrol,Individual,Manual,First Owner,220000
2166,Fiat,Linea 1.3 Emotion,2014,131365,Diesel,Individual,Manual,First Owner,221000
2167,Maruti,Estilo LXI,2014,43000,Petrol,Dealer,Manual,First Owner,225000
2168,Tata,Indigo Grand Dicor,2014,120000,Diesel,Individual,Manual,First Owner,225000
2169,Maruti,800 AC,2014,35000,Petrol,Individual,Manual,First Owner,225000
2170,Hyundai,EON Era Plus,2014,30000,Petrol,Individual,Manual,First Owner,225000
2171,Tata,Indigo Grand Dicor,2014,120000,Diesel,Individual,Manual,First Owner,225000
2172,Hyundai,i10 Magna 1.1L,2014,60000,Petrol,Individual,Manual,Fourth & Above Owner,229999
2173,Maruti,Omni E MPI STD BS IV,2014,11451,Petrol,Individual,Manual,First Owner,229999
2174,Hyundai,EON 1.0 Era Plus,2014,65000,Petrol,Dealer,Manual,First Owner,229999
2175,Tata,Indigo Grand Petrol,2014,60000,Petrol,Individual,Manual,Second Owner,240000
2176,Tata,Indigo Grand Petrol,2014,60000,Petrol,Individual,Manual,Second Owner,240000
2177,Hyundai,EON Magna Plus,2014,73300,Petrol,Dealer,Manual,Second Owner,240000
2178,Maruti,Swift Dzire VDI,2014,90000,Diesel,Individual,Manual,First Owner,240000
2179,Maruti,Alto K10 2010-2014 VXI,2014,50000,Petrol,Individual,Manual,First Owner,240000
2180,Ford,Figo Diesel ZXI,2014,90000,Diesel,Individual,Manual,First Owner,240000
2181,Tata,Indigo Grand Petrol,2014,60000,Petrol,Individual,Manual,Second Owner,240000
2182,Tata,Indigo Grand Petrol,2014,100000,Petrol,Individual,Manual,First Owner,250000
2183,Tata,Indigo Grand Petrol,2014,100000,Petrol,Individual,Manual,First Owner,250000
2184,Chevrolet,Sail Hatchback 1.3 TCDi LT ABS,2014,120000,Diesel,Individual,Manual,First Owner,250000
2185,Tata,Indica Vista TDI LS,2014,25000,Diesel,Individual,Manual,First Owner,250000
2186,Hyundai,Santro Xing GLS,2014,50000,Petrol,Individual,Manual,Second Owner,250000
2187,Maruti,Alto 800 LXI Airbag,2014,50000,Petrol,Individual,Manual,First Owner,250000
2188,Mahindra,Quanto C6,2014,1,Diesel,Individual,Manual,Second Owner,250000
2189,Maruti,Ritz VDi,2014,115000,Diesel,Individual,Manual,First Owner,250000
2190,Mahindra,Verito 1.5 D2 BSIII,2014,30000,Diesel,Individual,Manual,First Owner,250000
2191,Datsun,GO T BSIV,2014,58000,Petrol,Individual,Manual,First Owner,250000
2192,Ford,Figo Diesel ZXI,2014,100000,Diesel,Individual,Manual,Second Owner,250000
2193,Maruti,Omni E MPI STD BS IV,2014,60516,Petrol,Individual,Manual,First Owner,250000
2194,Fiat,Grande Punto EVO 90HP 1.3 Sport,2014,90000,Diesel,Individual,Manual,First Owner,250000
2195,Tata,Indigo Grand Petrol,2014,100000,Petrol,Individual,Manual,First Owner,250000
2196,Maruti,Omni 8 Seater BSIV,2014,57112,Petrol,Dealer,Manual,First Owner,250999
2197,Maruti,Swift Dzire VDI,2014,30000,Diesel,Individual,Manual,First Owner,254999
2198,Hyundai,EON Era Plus,2014,37605,Petrol,Dealer,Manual,First Owner,260000
2199,Fiat,Grande Punto EVO 1.3 Active,2014,50000,Diesel,Individual,Manual,First Owner,260000
2200,Fiat,Grande Punto EVO 1.3 Active,2014,50000,Diesel,Individual,Manual,First Owner,260000
2201,Hyundai,EON Era Plus,2014,37605,Petrol,Dealer,Manual,First Owner,260000
2202,Maruti,Wagon R VXI BS IV,2014,38000,Petrol,Individual,Manual,Second Owner,260000
2203,Hyundai,EON Era Plus Option,2014,55000,Petrol,Dealer,Manual,First Owner,265000
2204,Hyundai,EON Era Plus Option,2014,55000,Petrol,Dealer,Manual,First Owner,265000
2205,Fiat,Grande Punto EVO 1.3 Active,2014,120000,Diesel,Individual,Manual,Second Owner,270000
2206,Maruti,Wagon R VXI BS IV,2014,30000,Petrol,Individual,Manual,First Owner,275000
2207,Datsun,GO T BSIV,2014,40000,Petrol,Individual,Manual,First Owner,280000
2208,Nissan,Micra Active XV,2014,63840,Petrol,Dealer,Manual,First Owner,280000
2209,Ford,Figo Diesel EXI,2014,89741,Diesel,Dealer,Manual,Second Owner,280000
2210,Hyundai,EON Era Plus Sports Edition,2014,55000,Petrol,Individual,Manual,First Owner,280000
2211,Hyundai,EON Era Plus Sports Edition,2014,55000,Petrol,Individual,Manual,First Owner,280000
2212,Ford,Figo Diesel EXI,2014,68293,Diesel,Dealer,Manual,Second Owner,285000
2213,Mahindra,Quanto C6,2014,89126,Diesel,Individual,Manual,First Owner,285000
2214,Maruti,Alto K10 VXI Optional,2014,64000,Petrol,Dealer,Manual,Second Owner,285000
2215,Maruti,Wagon R VXI BS IV with ABS,2014,64000,Petrol,Individual,Manual,Second Owner,290000
2216,Hyundai,i10 Magna LPG,2014,29000,LPG,Individual,Manual,First Owner,290000
2217,Hyundai,EON Era,2014,12000,Petrol,Dealer,Manual,First Owner,290000
2218,Chevrolet,Sail 1.2 Base,2014,25000,Petrol,Individual,Manual,First Owner,290000
2219,Maruti,Wagon R VXI BS IV,2014,80000,Petrol,Individual,Manual,Second Owner,290000
2220,Tata,Xenon XT EX 4X2,2014,90000,Diesel,Individual,Manual,First Owner,291000
2221,Tata,Xenon XT EX 4X2,2014,90000,Diesel,Individual,Manual,First Owner,291000
2222,Hyundai,i10 Magna 1.1L,2014,38500,Petrol,Individual,Manual,First Owner,295000
2223,Maruti,Wagon R Stingray LXI,2014,54565,Petrol,Dealer,Manual,First Owner,299000
2224,Honda,Mobilio V i DTEC,2014,150000,Diesel,Individual,Manual,First Owner,300000
2225,Honda,Mobilio V i DTEC,2014,150000,Diesel,Individual,Manual,First Owner,300000
2226,Maruti,Wagon R VXI BS IV,2014,35000,Petrol,Individual,Manual,Second Owner,300000
2227,Maruti,Wagon R Stingray VXI,2014,75000,Petrol,Individual,Manual,First Owner,300000
2228,Maruti,Wagon R AMT VXI,2014,28942,Petrol,Dealer,Automatic,First Owner,300000
2229,Maruti,Swift Dzire Tour LDI,2014,190621,Diesel,Dealer,Manual,First Owner,300000
2230,Maruti,Ritz VXi,2014,35000,Petrol,Individual,Manual,First Owner,300000
2231,Maruti,Wagon R Stingray VXI,2014,59059,Petrol,Dealer,Manual,First Owner,300000
2232,Maruti,Swift Dzire VDI,2014,120000,Diesel,Individual,Manual,First Owner,300000
2233,Maruti,Celerio VXI,2014,82000,Petrol,Dealer,Manual,Second Owner,300000
2234,Maruti,Wagon R AMT VXI,2014,28942,Petrol,Dealer,Automatic,First Owner,300000
2235,Chevrolet,Enjoy TCDi LT 7 Seater,2014,146000,Diesel,Individual,Manual,First Owner,300000
2236,Hyundai,Grand i10 Sportz,2014,120000,Petrol,Individual,Manual,First Owner,300000
2237,Maruti,Wagon R AMT VXI,2014,28942,Petrol,Dealer,Automatic,First Owner,300000
2238,Maruti,Wagon R LXI BS IV,2014,50000,Petrol,Individual,Manual,First Owner,300000
2239,Hyundai,i10 Sportz 1.1L,2014,37555,Petrol,Dealer,Manual,First Owner,300000
2240,Chevrolet,Beat Diesel LS,2014,66000,Diesel,Individual,Manual,First Owner,305000
2241,Maruti,Wagon R VXI,2014,41000,Petrol,Dealer,Manual,First Owner,315000
2242,Maruti,Wagon R VXI,2014,41000,Petrol,Dealer,Manual,First Owner,315000
2243,Hyundai,i20 Sportz 1.4 CRDi,2014,110000,Diesel,Individual,Manual,Second Owner,315000
2244,Chevrolet,Beat Diesel LS,2014,60000,Diesel,Individual,Manual,First Owner,320000
2245,Hyundai,EON Magna Plus,2014,80000,Petrol,Individual,Manual,First Owner,320000
2246,Hyundai,Santro Xing GLS,2014,54350,Petrol,Dealer,Manual,First Owner,320000
2247,Hyundai,EON Magna Plus,2014,80000,Petrol,Individual,Manual,First Owner,320000
2248,Fiat,Grande Punto EVO 1.3 Dynamic,2014,70000,Diesel,Individual,Manual,First Owner,325000
2249,Ford,Fiesta Classic 1.4 Duratorq CLXI,2014,80322,Diesel,Dealer,Manual,First Owner,325000
2250,Chevrolet,Enjoy TCDi LT 7 Seater,2014,71014,Diesel,Dealer,Manual,First Owner,325000
2251,Maruti,Eeco 7 Seater Standard BSIV,2014,39093,Petrol,Dealer,Manual,First Owner,325000
2252,Maruti,Eeco Smiles 5 Seater AC,2014,30000,Petrol,Dealer,Manual,First Owner,325000
2253,Honda,Brio 1.2 S MT,2014,57000,Petrol,Dealer,Manual,First Owner,325000
2254,Volkswagen,Vento 1.5 TDI Comfortline AT,2014,70000,Diesel,Individual,Automatic,First Owner,325000
2255,Chevrolet,Enjoy TCDi LT 7 Seater,2014,71014,Diesel,Dealer,Manual,First Owner,325000
2256,Chevrolet,Enjoy TCDi LS 8 Seater,2014,200000,Diesel,Individual,Manual,Third Owner,330000
2257,Honda,Brio Exclusive Edition,2014,33033,Petrol,Dealer,Manual,First Owner,335000
2258,Hyundai,Xcent 1.2 Kappa Base,2014,60000,Petrol,Individual,Manual,Second Owner,335000
2259,Maruti,Wagon R VXI BS IV,2014,15000,Petrol,Individual,Manual,Second Owner,340000
2260,Hyundai,Grand i10 Asta,2014,31491,Petrol,Individual,Manual,First Owner,341000
2261,Honda,Brio VX,2014,58000,Petrol,Dealer,Manual,First Owner,345000
2262,Force,One EX,2014,37516,Diesel,Individual,Manual,First Owner,346000
2263,Ford,Figo Petrol Titanium,2014,43000,Petrol,Dealer,Manual,First Owner,350000
2264,Chevrolet,Sail 1.2 LT ABS,2014,30000,Petrol,Individual,Manual,First Owner,350000
2265,Maruti,Ritz VDi,2014,133000,Diesel,Individual,Manual,First Owner,350000
2266,Chevrolet,Sail 1.2 LT ABS,2014,30000,Petrol,Individual,Manual,First Owner,350000
2267,Mahindra,Xylo D2 Maxx,2014,170000,Diesel,Individual,Manual,First Owner,350000
2268,Maruti,Wagon R LX BS IV,2014,40000,Petrol,Dealer,Manual,First Owner,350000
2269,Honda,City i DTEC E,2014,60000,Diesel,Individual,Manual,Second Owner,350000
2270,Hyundai,i20 Asta 1.4 CRDi,2014,52000,Diesel,Individual,Manual,Second Owner,350000
2271,Ford,Figo Petrol EXI,2014,90000,Petrol,Individual,Manual,Second Owner,350000
2272,Chevrolet,Enjoy TCDi LT 8 Seater,2014,110000,Diesel,Individual,Manual,First Owner,350000
2273,Mahindra,Xylo D4,2014,145000,Diesel,Individual,Manual,First Owner,350000
2274,Maruti,Swift 1.2 DLX,2014,40000,Petrol,Individual,Manual,Second Owner,351000
2275,Hyundai,i10 Magna,2014,39227,Petrol,Dealer,Manual,First Owner,355000
2276,Hyundai,i10 Magna,2014,39227,Petrol,Dealer,Manual,First Owner,355000
2277,Skoda,Rapid 1.5 TDI Ambition,2014,70000,Diesel,Individual,Manual,First Owner,360000
2278,Maruti,Swift VDI BSIV,2014,57000,Diesel,Individual,Manual,Second Owner,370000
2279,Hyundai,i20 Asta 1.4 CRDi,2014,80000,Diesel,Individual,Manual,Second Owner,370000
2280,Chevrolet,Sail LS ABS,2014,40000,Diesel,Individual,Manual,First Owner,375000
2281,Maruti,Swift Dzire VDI,2014,100000,Diesel,Individual,Manual,Second Owner,380000
2282,Maruti,Swift Dzire VDI,2014,60000,Diesel,Individual,Manual,Second Owner,390000
2283,Maruti,Swift Dzire LDI,2014,110000,Diesel,Individual,Manual,Second Owner,390000
2284,Maruti,Swift VDI BSIV,2014,90000,Diesel,Individual,Manual,First Owner,390000
2285,Hyundai,Grand i10 CRDi Sportz,2014,70000,Diesel,Individual,Manual,Second Owner,390000
2286,Maruti,Swift Dzire 1.2 Vxi BSIV,2014,52000,Petrol,Dealer,Manual,Second Owner,395000
2287,Honda,Amaze S i-Dtech,2014,44875,Diesel,Dealer,Manual,First Owner,395000
2288,Maruti,Swift Dzire VDI,2014,90000,Diesel,Individual,Manual,First Owner,400000
2289,Renault,Duster 85PS Diesel RxL,2014,120000,Diesel,Individual,Manual,First Owner,400000
2290,Tata,Zest Revotron 1.2 XT,2014,35000,Petrol,Individual,Manual,First Owner,400000
2291,Renault,Scala Diesel RxL,2014,35000,Diesel,Individual,Manual,First Owner,400000
2292,Honda,Amaze S AT i-Vtech,2014,15000,Petrol,Individual,Automatic,First Owner,400000
2293,Hyundai,Grand i10 Sportz,2014,48000,Petrol,Individual,Manual,First Owner,400000
2294,Chevrolet,Tavera Neo 3 Max 9 Str BSIII,2014,120000,Diesel,Individual,Manual,Second Owner,400000
2295,Hyundai,Grand i10 Sportz,2014,25000,Petrol,Individual,Manual,First Owner,400000
2296,Honda,Amaze EX i-Dtech,2014,56541,Diesel,Dealer,Manual,First Owner,409999
2297,Maruti,Swift Dzire VDI,2014,90000,Diesel,Individual,Manual,First Owner,409999
2298,Hyundai,i20 Magna 1.4 CRDi (Diesel),2014,80000,Diesel,Individual,Manual,Second Owner,409999
2299,Hyundai,i20 Magna 1.4 CRDi,2014,80000,Diesel,Individual,Manual,Second Owner,409999
2300,Volkswagen,Polo 1.5 TDI Trendline,2014,81358,Diesel,Dealer,Manual,First Owner,415000
2301,Mahindra,Scorpio LX,2014,70000,Diesel,Individual,Manual,Third Owner,420000
2302,Maruti,Swift VDI BSIV,2014,155000,Diesel,Individual,Manual,First Owner,420000
2303,Honda,Amaze S i-Dtech,2014,69000,Diesel,Dealer,Manual,First Owner,421000
2304,Honda,Brio V MT,2014,29654,Petrol,Trustmark Dealer,Manual,First Owner,425000
2305,Nissan,Terrano XL 110 PS,2014,136906,Diesel,Individual,Manual,First Owner,425000
2306,Maruti,Swift Dzire VDI,2014,150000,Diesel,Individual,Manual,First Owner,425000
2307,Honda,Brio V MT,2014,29654,Petrol,Trustmark Dealer,Manual,First Owner,425000
2308,Maruti,Swift Dzire LDIX Limited Edition,2014,100000,Diesel,Individual,Manual,Second Owner,425000
2309,Volkswagen,Polo 1.2 MPI Highline,2014,40000,Petrol,Individual,Manual,First Owner,425000
2310,Toyota,Etios Liva 1.2 G,2014,42000,Petrol,Dealer,Manual,Second Owner,430000
2311,Maruti,Swift Dzire VDI,2014,79350,Diesel,Individual,Manual,Second Owner,434000
2312,Honda,Amaze VX AT i-Vtech,2014,46000,Petrol,Dealer,Automatic,First Owner,440000
2313,Honda,Amaze VX i-DTEC,2014,141000,Diesel,Individual,Manual,Second Owner,450000
2314,Honda,Amaze VX i-DTEC,2014,141000,Diesel,Individual,Manual,Second Owner,450000
2315,Skoda,Rapid 1.5 TDI Elegance,2014,120000,Diesel,Individual,Manual,Second Owner,450000
2316,Honda,City i DTec SV,2014,40000,Diesel,Dealer,Manual,First Owner,450000
2317,Ford,Ecosport 1.5 DV5 MT Titanium Optional,2014,99117,Diesel,Dealer,Manual,First Owner,450000
2318,Hyundai,i20 Sportz 1.2,2014,80000,Petrol,Individual,Manual,First Owner,450000
2319,Maruti,Swift Dzire VDI,2014,260000,Diesel,Individual,Manual,Second Owner,450000
2320,Maruti,Swift Dzire LDI,2014,70000,Diesel,Individual,Manual,Second Owner,450000
2321,Volkswagen,Polo 1.5 TDI Highline,2014,80000,Diesel,Individual,Manual,Second Owner,450000
2322,Hyundai,Verna 1.6 SX,2014,78000,Diesel,Individual,Manual,Second Owner,450000
2323,Hyundai,Grand i10 Asta,2014,80000,Petrol,Individual,Manual,Second Owner,450000
2324,Hyundai,Xcent 1.1 CRDi SX Option,2014,55850,Diesel,Dealer,Manual,First Owner,455000
2325,Hyundai,Xcent 1.1 CRDi SX Option,2014,55850,Diesel,Dealer,Manual,First Owner,455000
2326,Maruti,Swift VDI BSIV,2014,80000,Diesel,Individual,Manual,First Owner,458000
2327,Hyundai,i20 2015-2017 Sportz Option 1.4 CRDi,2014,70000,Diesel,Dealer,Manual,First Owner,465000
2328,Maruti,Swift VDI BSIV,2014,163000,Diesel,Individual,Manual,First Owner,470000
2329,Maruti,Swift ZXI,2014,40000,Petrol,Individual,Manual,First Owner,470000
2330,Maruti,Swift Dzire ZDI,2014,120000,Diesel,Individual,Manual,Second Owner,475000
2331,Hyundai,i20 Asta 1.2,2014,23122,Petrol,Dealer,Manual,Second Owner,475000
2332,Ford,Ecosport 1.0 Ecoboost Titanium Optional,2014,65239,Petrol,Dealer,Manual,First Owner,475000
2333,Ford,Ecosport 1.5 Ti VCT AT Titanium,2014,48000,Petrol,Dealer,Automatic,Second Owner,475000
2334,Maruti,Ertiga VDI,2014,110000,Diesel,Individual,Manual,Second Owner,480000
2335,Maruti,Swift Dzire VDI,2014,110000,Diesel,Individual,Manual,Second Owner,480000
2336,Maruti,Swift Dzire VDI,2014,101000,Diesel,Dealer,Manual,First Owner,480000
2337,Maruti,Swift Dzire VDI,2014,101000,Diesel,Dealer,Manual,First Owner,480000
2338,Honda,City i-DTEC SV,2014,80000,Diesel,Dealer,Manual,First Owner,495000
2339,Tata,Aria Pure LX 4x2,2014,90000,Diesel,Individual,Manual,Second Owner,495000
2340,Honda,City i-DTEC SV,2014,80000,Diesel,Dealer,Manual,First Owner,495000
2341,Maruti,Ertiga VDI,2014,120000,Diesel,Individual,Manual,Second Owner,500000
2342,Mahindra,Scorpio SLE BSIV,2014,70000,Diesel,Individual,Manual,Second Owner,500000
2343,Ford,Ecosport 1.5 DV5 MT Titanium,2014,49000,Diesel,Individual,Manual,First Owner,500000
2344,Maruti,Ertiga VXI,2014,25000,Petrol,Individual,Manual,First Owner,500000
2345,Maruti,Ertiga VXI,2014,35000,Petrol,Individual,Manual,First Owner,500000
2346,Mahindra,Scorpio M2DI,2014,120000,Diesel,Individual,Manual,First Owner,500000
2347,Maruti,Ertiga VDI,2014,100000,Diesel,Individual,Manual,Second Owner,500000
2348,Honda,City i VTEC S,2014,60000,Petrol,Individual,Manual,First Owner,500000
2349,Honda,Amaze VX i-DTEC,2014,110000,Diesel,Individual,Manual,Second Owner,500000
2350,Nissan,Terrano XL 110 PS,2014,120000,Diesel,Individual,Manual,Third Owner,500000
2351,Honda,Mobilio V i VTEC,2014,70000,Petrol,Individual,Manual,First Owner,500000
2352,Toyota,Etios GD,2014,140000,Diesel,Individual,Manual,Second Owner,500000
2353,Mahindra,Thar 4X2,2014,35000,Diesel,Individual,Manual,First Owner,500000
2354,Nissan,Terrano XL 85 PS,2014,82000,Diesel,Individual,Manual,First Owner,500000
2355,Toyota,Etios VD,2014,157000,Diesel,Individual,Manual,Second Owner,509999
2356,Honda,City i DTEC V,2014,90000,Diesel,Individual,Manual,Second Owner,515000
2357,Honda,City i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,520000
2358,Honda,City i DTEC VX,2014,110000,Diesel,Individual,Manual,First Owner,520000
2359,Toyota,Innova 2.5 G (Diesel) 8 Seater,2014,70000,Diesel,Individual,Manual,Second Owner,520000
2360,Honda,City i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,520000
2361,Honda,City i DTEC S,2014,82000,Diesel,Individual,Manual,First Owner,520000
2362,Toyota,Etios GD,2014,92000,Diesel,Dealer,Manual,First Owner,525000
2363,Renault,Duster 110PS Diesel RxL,2014,65000,Diesel,Dealer,Manual,First Owner,525000
2364,Hyundai,i20 Asta (o),2014,54000,Petrol,Dealer,Manual,Second Owner,525000
2365,Hyundai,i20 Asta (o),2014,54000,Petrol,Dealer,Manual,Second Owner,525000
2366,Ford,Ecosport 1.5 DV5 MT Titanium,2014,75000,Diesel,Individual,Manual,Second Owner,525000
2367,Renault,Duster 110PS Diesel RxL,2014,65000,Diesel,Dealer,Manual,First Owner,525000
2368,Honda,City i VTEC V,2014,50000,Petrol,Individual,Manual,First Owner,530000
2369,Maruti,Ertiga VDI Limited Edition,2014,80000,Diesel,Individual,Manual,Second Owner,535000
2370,Maruti,Swift VDI BSIV,2014,65000,Diesel,Dealer,Manual,First Owner,540000
2371,Hyundai,Verna 1.6 SX CRDi (O),2014,50000,Diesel,Individual,Manual,First Owner,550000
2372,Nissan,Terrano XL Plus 85 PS,2014,80000,Diesel,Individual,Manual,Second Owner,550000
2373,Renault,Duster RXL AWD,2014,66569,Diesel,Dealer,Manual,First Owner,550000
2374,Maruti,Ciaz ZDi,2014,90000,Diesel,Dealer,Manual,Second Owner,550000
2375,Ford,Ecosport 1.0 Ecoboost Titanium,2014,72000,Petrol,Individual,Manual,Second Owner,550000
2376,Tata,Safari Storme EX,2014,78322,Diesel,Individual,Manual,First Owner,550000
2377,Mahindra,Scorpio M2DI,2014,90000,Diesel,Individual,Manual,First Owner,550000
2378,Mahindra,XUV500 W6 2WD,2014,82000,Diesel,Individual,Manual,First Owner,550000
2379,Mahindra,Scorpio SLE BSIV,2014,100000,Diesel,Individual,Manual,Second Owner,550000
2380,Ford,Ecosport 1.5 DV5 MT Titanium,2014,110000,Diesel,Individual,Manual,First Owner,550000
2381,Hyundai,Verna 1.6 SX VTVT,2014,100000,Petrol,Individual,Manual,First Owner,550000
2382,Chevrolet,Cruze LTZ,2014,52000,Diesel,Dealer,Manual,First Owner,550000
2383,Hyundai,Verna 1.4 CRDi,2014,50000,Diesel,Individual,Manual,First Owner,550000
2384,Nissan,Terrano XV Premium 110 PS,2014,110000,Diesel,Individual,Manual,Second Owner,550000
2385,Maruti,Swift ZDi,2014,38406,Diesel,Dealer,Manual,First Owner,550000
2386,Renault,Duster 85PS Diesel RxE,2014,58231,Diesel,Dealer,Manual,First Owner,550000
2387,Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2014,79800,Diesel,Dealer,Manual,First Owner,550000
2388,Mahindra,Scorpio LX BSIV,2014,90000,Diesel,Individual,Manual,Second Owner,555000
2389,Honda,City i DTEC V,2014,74000,Diesel,Individual,Manual,Second Owner,560000
2390,Maruti,Swift VDI BSIV,2014,90000,Diesel,Individual,Manual,Second Owner,575000
2391,Maruti,Swift Dzire ZDI,2014,70000,Diesel,Individual,Manual,First Owner,580000
2392,Ford,Ecosport 1.5 DV5 MT Titanium,2014,63356,Diesel,Dealer,Manual,Second Owner,580000
2393,Ford,Ecosport 1.5 DV5 MT Titanium,2014,120000,Diesel,Individual,Manual,First Owner,580000
